msoa11cd,median_annual_incomeE,median_annual_incomeE_lower_bound,median_annual_incomeE_upper_bound
E02006167,32400,27100,38600
E02006168,32900,27500,39400
E02006169,32900,26100,41600
E02006170,43000,36100,51300
E02006171,40800,34300,48700
E02006172,50200,42000,59900
E02006173,51000,42600,61000
E02006174,43100,36200,51400
E02006175,42000,35200,50100
E02006176,45000,37700,53800
E02006177,40000,33500,47700
E02006178,37200,31200,44400
E02006179,42500,35500,50800
E02006180,37500,31300,44800
E02006181,36100,30300,43100
E02006182,47600,39900,56800
E02006183,50000,41800,59800
E02006184,43000,36000,51200
E02006185,37100,31100,44300
E02006186,45100,37800,53800
E02006187,44400,37100,53000
E02006188,45600,38200,54500
E02006189,47300,39600,56400
E02006190,40600,34000,48400
E02006191,51600,43200,61600
E02006192,48800,40900,58300
E02006193,47000,39400,56200
E02006194,39600,33200,47200
E02006195,48200,40400,57400
E02006196,36700,30500,44000
E02006197,37700,31500,45200
E02006198,48700,40600,58500
E02006199,51100,42800,61100
E02006200,33800,28300,40300
E02006201,51600,43200,61600
E02006202,45100,37800,53800
E02006203,40400,33800,48200
E02006204,35000,29400,41700
E02006205,47100,39500,56300
E02006206,35100,29400,41900
E02006207,39000,32700,46700
E02006208,34800,29100,41600
E02006209,43100,36200,51400
E02006210,41900,35100,50000
E02006211,44700,37500,53300
E02006212,41300,34600,49300
E02006213,39400,32900,47100
E02006214,36000,30200,42900
E02006215,42500,35600,50600
E02006216,43500,36500,51900
E02006217,39100,32700,46600
E02006218,32500,27200,38900
E02006219,42200,35400,50300
E02006220,39400,33000,47000
E02006221,47000,39300,56200
E02006222,36400,30500,43500
E02006223,33000,27500,39500
E02006224,46600,39000,55800
E02006225,43700,36600,52100
E02006226,46300,38600,55400
E02006468,42500,35600,50800
E02006469,38300,32100,45700
E02006470,37900,31800,45200
E02006471,45000,37700,53700
E02006472,40500,33900,48400
E02006473,45300,37900,54200
E02006474,45000,37700,53700
E02006475,43600,36600,52000
E02006476,34800,29200,41700
E02006477,51100,42700,61100
E02006478,44400,37100,53200
E02006479,33400,27900,39900
E02006480,35600,29800,42600
E02006481,35200,29400,42200
E02006482,41900,35100,50100
E02006483,31500,26400,37700
E02006484,37900,31700,45300
E02006485,51100,42800,61100
E02006486,37800,31700,45100
E02006487,33100,27700,39600
E02006488,40200,33700,48000
E02006489,39500,33100,47100
E02006490,38800,32600,46200
E02006806,37500,31500,44700
E02006492,50300,42200,60100
E02006493,48500,40500,58100
E02006494,34600,29000,41300
E02006495,47900,40100,57100
E02006496,42100,35200,50400
E02006497,39200,32900,46800
E02006498,49000,41000,58600
E02006499,48600,40700,58100
E02006500,42200,35200,50600
E02006501,43200,36200,51500
E02006502,42400,35500,50500
E02006503,49900,41800,59700
E02006504,49800,41700,59600
E02006505,44200,37000,52900
E02006506,41700,34900,49700
E02006507,43500,36500,51900
E02006508,49200,41300,58800
E02006509,38900,32600,46400
E02006510,47800,40000,57100
E02006511,47200,39600,56300
E02006512,43600,36500,52000
E02006513,54200,45300,64900
E02006514,44100,36900,52700
E02006515,44600,37400,53300
E02006516,49900,41800,59600
E02006517,48900,41000,58400
E02006518,44300,37200,52900
E02006519,50200,42000,60000
E02006520,54900,45900,65700
E02006521,49400,41400,59100
E02006522,54500,45600,65200
E02006523,46300,38500,55600
E02006524,38500,32300,45900
E02006525,48500,40500,58000
E02006526,43400,36400,51800
E02006527,49900,41700,59700
E02006528,44500,37300,53200
E02006529,46600,39000,55700
E02006530,52600,44000,63000
E02006531,37500,31500,44800
E02006532,54100,45300,64700
E02006533,45900,38500,54700
E02001827,46400,38800,55400
E02001828,45200,37800,53900
E02001829,54600,45700,65300
E02001830,50900,42600,60800
E02001831,40100,33600,47900
E02001832,50100,41900,59800
E02001833,46100,38600,55000
E02001834,34600,29000,41300
E02001835,47400,39700,56700
E02001836,48000,40300,57300
E02001837,31300,26200,37400
E02001838,49900,41800,59500
E02001839,36200,30300,43200
E02001840,31600,26500,37700
E02001841,53400,44700,63800
E02001842,41700,35000,49700
E02001843,40200,33600,48200
E02001844,39800,33300,47700
E02001845,41300,34600,49400
E02001846,33500,28100,40000
E02001847,42600,35700,50900
E02001848,33800,28300,40300
E02001849,35800,29900,42700
E02001850,39300,33000,46900
E02001851,38300,32100,45800
E02001852,34900,29300,41600
E02001854,36400,30500,43400
E02001855,30000,25100,35900
E02001856,36400,30500,43500
E02001857,33700,28200,40300
E02001858,35300,29500,42300
E02001859,33200,27500,40000
E02001860,31900,26700,38200
E02001861,30100,25100,36100
E02001862,32500,27200,38900
E02001863,30700,25600,36900
E02001864,31000,26000,37100
E02001865,32200,26800,38600
E02001866,30600,25500,36800
E02001867,30100,25200,36100
E02001868,39600,33100,47400
E02001869,27200,22600,32600
E02001870,32300,27000,38700
E02001871,30300,25300,36200
E02001872,31100,26000,37100
E02001873,32200,26900,38600
E02001874,30000,24900,36000
E02001875,35100,29200,42300
E02001876,23700,18700,29900
E02001877,30900,25700,37300
E02001878,32400,27000,38900
E02001879,30800,25700,36900
E02001880,31400,26300,37500
E02001881,31300,26100,37600
E02001882,32600,27300,38900
E02001883,30200,25300,36100
E02001884,34900,28900,42100
E02001886,41200,34500,49200
E02001888,32600,27300,38900
E02001889,33500,27900,40300
E02001890,41500,34500,49900
E02001892,32100,26900,38400
E02001893,36900,30900,44100
E02001895,32200,26900,38500
E02001896,32200,26900,38700
E02001897,26800,22300,32300
E02001898,43500,36400,52000
E02001899,49200,41100,58900
E02001900,36700,30600,44000
E02001901,53800,44800,64600
E02001902,38800,32500,46200
E02001903,32400,26900,38900
E02001904,33600,28200,40100
E02001905,46400,36900,58400
E02001906,42600,35700,50800
E02001907,38500,32300,45900
E02001908,33200,27600,39900
E02001909,33800,28100,40600
E02001910,33100,27600,39700
E02001911,33200,27900,39600
E02001913,37900,31700,45500
E02001914,44800,37400,53800
E02001915,38100,31900,45400
E02001916,34200,28700,40900
E02001918,38800,32300,46600
E02001919,43600,36400,52200
E02001920,35000,29200,41800
E02001921,39800,33300,47600
E02001922,30900,24100,39500
E02001923,36700,30700,43900
E02001924,37000,31000,44200
E02001925,41900,35100,50100
E02001926,42300,35400,50500
E02001927,35500,29700,42500
E02001928,34600,29000,41200
E02001929,34800,29100,41600
E02001930,49500,41500,59200
E02001931,44700,37400,53400
E02001932,33600,28100,40200
E02001933,39200,32800,46900
E02001934,43700,36600,52100
E02001935,43000,36000,51400
E02001936,44900,37600,53600
E02001937,34800,29100,41500
E02001938,44900,37600,53600
E02001939,39500,32900,47300
E02001941,36000,30100,43000
E02001942,45300,37700,54600
E02001943,41800,35000,49800
E02001944,44600,37300,53300
E02001945,35300,29500,42300
E02001946,46400,38700,55400
E02001947,27800,23200,33300
E02001948,39100,32800,46700
E02001949,38500,32300,46000
E02001950,42200,35300,50400
E02001951,32200,26900,38500
E02001952,31700,26500,37900
E02001953,40500,33900,48300
E02001954,31900,26500,38500
E02001955,36200,30200,43400
E02001956,41100,34300,49300
E02001957,40700,34000,48600
E02006807,44500,37200,53200
E02006809,41100,34400,49200
E02006895,36000,29800,43400
E02006896,39300,32300,47700
E02006897,33200,27500,40200
E02006898,45400,37600,54900
E02006899,51600,41600,64100
E02006900,32500,27100,39000
E02006901,35200,29300,42200
E02001958,37000,31000,44200
E02001959,44100,36700,52800
E02001961,31400,26300,37500
E02001962,34600,29000,41400
E02001963,39600,33200,47200
E02001964,30600,25600,36600
E02001965,45000,37600,53800
E02001966,32300,26900,38800
E02001967,42300,35500,50400
E02001968,37700,31500,45000
E02001969,34400,28800,41000
E02001970,35400,29600,42400
E02001971,41500,34800,49400
E02001972,29700,24800,35600
E02001973,33000,27600,39300
E02001974,44700,37500,53300
E02001975,42400,35500,50600
E02001976,38400,32200,45800
E02001977,32900,27500,39300
E02001978,40900,34200,48800
E02001979,44000,36800,52500
E02001980,47400,39500,56900
E02001981,29200,24100,35400
E02001982,45400,38000,54200
E02001983,43800,36700,52300
E02001984,43000,36000,51400
E02001985,31300,25700,38100
E02001986,33900,28400,40400
E02001987,40300,33800,48100
E02001988,30600,25100,37300
E02001989,46800,38900,56400
E02001990,46400,38800,55400
E02001991,49500,41400,59100
E02001992,34500,28900,41100
E02001993,38400,32200,45900
E02001994,41000,34400,48800
E02001995,37300,31200,44500
E02001996,29000,24100,34900
E02001997,47500,39800,56600
E02001998,48800,40900,58300
E02001999,40300,32100,50600
E02006805,34800,29200,41500
E02002000,31800,26400,38400
E02002001,36100,30300,43000
E02002002,42700,35800,51000
E02002003,36200,30300,43200
E02002004,35300,29500,42100
E02002005,32300,26800,39000
E02002006,33000,27400,39800
E02002007,36100,30200,43200
E02002008,47400,39700,56600
E02002009,31000,25600,37600
E02002010,29700,24700,35600
E02002011,42000,35100,50200
E02002012,29600,24700,35500
E02002013,43700,36500,52300
E02002014,33100,27700,39600
E02002015,39000,32600,46500
E02002016,30800,25800,36800
E02002017,32300,27100,38700
E02002018,42800,35800,51100
E02002019,34000,28500,40500
E02002020,39500,33100,47200
E02002021,30900,25800,37000
E02002022,36100,30200,43200
E02002023,39100,32800,46700
E02002024,36200,30400,43200
E02002025,38500,32200,45900
E02002026,41700,34900,49700
E02002027,47100,39300,56300
E02002028,38800,32500,46300
E02002029,41700,34900,49800
E02002030,36500,30600,43600
E02002031,36200,30300,43200
E02002032,37800,31600,45100
E02002033,41500,34800,49500
E02002034,39000,32600,46600
E02002035,47000,39400,56100
E02002036,31600,26500,37800
E02002037,41400,34700,49500
E02002038,38300,32100,45700
E02002039,43100,36000,51600
E02002040,47900,40000,57300
E02002041,46100,38500,55100
E02002042,46300,38800,55300
E02002043,35400,29600,42300
E02002044,36200,30300,43300
E02002045,33500,28000,40100
E02002046,28600,23700,34500
E02002047,29500,24700,35400
E02002048,41300,34600,49300
E02002049,34900,29100,41800
E02002051,31500,26300,37800
E02002052,31700,26500,37900
E02002053,37100,31100,44400
E02002054,39100,32800,46700
E02002055,32000,26700,38300
E02002056,30100,25200,36000
E02002057,31700,26600,37900
E02002058,34400,28800,41100
E02002059,32600,27400,38900
E02002060,28000,23400,33600
E02002061,28600,23900,34200
E02002062,27100,22500,32500
E02002063,35500,29800,42400
E02002064,35300,29500,42200
E02002065,32400,27000,38800
E02002066,31500,26400,37700
E02002067,35600,29800,42600
E02002068,31800,26500,38100
E02002069,31200,26200,37300
E02002070,29300,24500,35100
E02002071,34300,28700,41000
E02002072,35300,29500,42200
E02002073,31600,26400,37800
E02002074,33200,27800,39800
E02002075,33300,27900,39900
E02002076,42600,35600,50900
E02002077,34300,28700,40900
E02002078,41100,34400,49100
E02002079,34800,29000,41700
E02002080,35000,29300,41700
E02006810,36000,30100,42900
E02002081,41400,34700,49400
E02002082,33700,28000,40600
E02002083,43200,36300,51600
E02002084,33300,27800,39900
E02002085,35800,29900,42900
E02002086,29200,24400,35000
E02002087,31000,25900,37200
E02002088,33400,27800,40100
E02002089,43100,36000,51600
E02002090,47700,39900,57100
E02002091,41300,34600,49300
E02002092,40000,33400,47800
E02002093,42100,35200,50300
E02002094,54500,45600,65200
E02002095,47000,39400,56000
E02002096,50200,42000,60000
E02002097,49000,40900,58700
E02002098,47200,39500,56400
E02002099,58100,48500,69700
E02002101,39800,33400,47500
E02002102,48100,40300,57500
E02002103,44900,37600,53500
E02002104,61300,51100,73500
E02002105,56900,47600,68100
E02002106,53300,44600,63700
E02002107,57100,47700,68300
E02002108,57600,48100,68900
E02002109,59000,49200,70900
E02006808,47100,39500,56100
E02002110,38500,32200,45900
E02002111,31200,26200,37300
E02002112,37700,31500,45000
E02002113,37100,31200,44300
E02002114,37000,31000,44200
E02002115,31700,26600,37900
E02002116,41200,34500,49200
E02002117,35200,29500,42000
E02002118,30700,25700,36700
E02002119,36400,30400,43500
E02002120,40900,34200,48800
E02002121,29600,24700,35300
E02002122,32300,27000,38600
E02002123,33500,28000,40000
E02002124,35700,29900,42600
E02002125,35200,29500,42000
E02002126,27400,22900,32800
E02002127,31700,26600,37800
E02002128,33100,27700,39500
E02002129,37100,31100,44300
E02002130,31400,26300,37500
E02002131,47100,39500,56200
E02002132,31200,26100,37300
E02002133,37600,31400,44900
E02002134,34600,29000,41300
E02002135,31500,26400,37600
E02002136,35600,29900,42400
E02002137,48400,40500,57800
E02002138,42100,35300,50300
E02002139,32000,26700,38400
E02002140,29100,24400,34800
E02002141,47600,39900,56800
E02002142,30200,25200,36100
E02002143,31100,25900,37300
E02002144,47800,40000,57100
E02002145,31700,26600,37800
E02002146,36800,30900,43900
E02002147,30300,25300,36200
E02002148,40500,34000,48400
E02002149,35900,30000,42800
E02002150,37300,31300,44400
E02002151,33500,28000,40000
E02002152,31900,26700,38000
E02002153,31100,26000,37100
E02002154,36900,30800,44000
E02002155,31600,26400,37800
E02002156,35200,29500,42000
E02002157,44800,37500,53400
E02002158,31300,26200,37400
E02002159,32600,27200,38900
E02002160,38200,32000,45600
E02002161,33400,27900,39800
E02002162,42300,35400,50500
E02002163,31000,25900,37100
E02002164,27700,22900,33600
E02002165,35700,29800,42800
E02002166,29200,24500,34900
E02002167,42500,35600,50700
E02002168,29800,24900,35800
E02002169,43600,36500,52000
E02002170,34200,28700,40900
E02002171,31800,26600,37900
E02002174,41300,34600,49200
E02002175,30700,25700,36600
E02002176,36500,30600,43600
E02002177,30900,25800,36900
E02002178,41500,34700,49500
E02002179,44600,37400,53200
E02002180,34000,28500,40600
E02002181,31900,26700,38100
E02002182,34700,29100,41400
E02006894,30600,25600,36600
E02006696,50800,42500,60800
E02006697,47200,39500,56400
E02006698,42700,35800,51000
E02006699,42300,35500,50500
E02006700,45300,38000,54200
E02006701,57300,47900,68500
E02006702,42100,35300,50200
E02006703,49900,41800,59600
E02006704,45400,38000,54300
E02006705,42200,35400,50300
E02006706,35700,29800,42700
E02006707,59100,49200,71000
E02006708,39400,33000,47000
E02006709,46700,38800,56200
E02006710,42000,35200,50200
E02006711,44800,37500,53600
E02006712,48900,40900,58500
E02006713,39000,32700,46600
E02006714,45200,37800,54000
E02006715,47300,39600,56500
E02006716,35600,29800,42500
E02006717,45400,38000,54300
E02006718,38600,32300,46100
E02006719,45000,37600,53900
E02006720,41000,34400,49000
E02006721,46100,38700,55000
E02006722,35700,29800,42900
E02006723,38600,32300,46100
E02006724,34100,28600,40700
E02006725,38500,32300,45900
E02006726,40700,34100,48500
E02006727,43800,36700,52300
E02006728,42500,35600,50700
E02006729,42000,35100,50100
E02006730,37300,31100,44800
E02006731,37800,31700,45200
E02006732,46200,38700,55100
E02006733,45700,38300,54500
E02006734,47300,39600,56400
E02006735,30000,25100,35900
E02006736,51200,42900,61300
E02006737,44500,37200,53100
E02006738,37100,31000,44500
E02006739,40000,33200,48200
E02006740,39800,33200,47700
E02006741,54500,45500,65300
E02006742,36400,30400,43400
E02006743,40600,33900,48600
E02006744,39300,32800,47100
E02006745,44700,37500,53400
E02006746,49900,41700,59600
E02006747,54000,45000,64800
E02006748,49200,41100,58800
E02006749,38400,32000,46100
E02006750,39000,32600,46600
E02006751,39600,33200,47200
E02006752,53600,44800,64100
E02006753,46400,38800,55400
E02006754,51100,42700,61200
E02006755,49500,41400,59100
E02006756,49900,41800,59600
E02006757,45300,37900,54300
E02006758,44400,37100,53200
E02006759,39600,33200,47200
E02006760,44900,37600,53600
E02006761,33700,28200,40300
E02006762,44700,37400,53300
E02006763,47400,39600,56800
E02006764,40500,33900,48300
E02006765,42800,35800,51200
E02006766,49500,41300,59200
E02006767,41300,34500,49300
E02006768,38500,32300,45900
E02006769,41300,34600,49300
E02006770,34600,29000,41300
E02006771,39200,32800,46900
E02006772,37700,31600,45000
E02006773,36000,30200,43000
E02006774,39800,33400,47500
E02006775,31200,26100,37200
E02006776,47100,39400,56400
E02006777,42200,35400,50400
E02006778,39000,32700,46500
E02006779,38700,32500,46100
E02006780,35100,29400,41900
E02003616,56700,47500,67800
E02003617,51700,43400,61700
E02003618,47500,39900,56600
E02003619,51800,43500,61800
E02003620,47200,39600,56200
E02003621,49900,41800,59500
E02003622,39500,33200,47100
E02003623,57100,47800,68100
E02003624,42400,35000,51300
E02003625,36200,30200,43400
E02003626,49400,41400,59100
E02003627,42400,35500,50700
E02003628,39700,33200,47500
E02003629,39000,32700,46500
E02003630,39800,33300,47400
E02003631,45600,38200,54300
E02003632,43600,36500,52100
E02003633,43400,36300,51800
E02003634,51800,43400,61900
E02003635,49900,41900,59400
E02003599,49700,41500,59500
E02003600,48900,40900,58500
E02003601,50900,42700,60700
E02003602,49200,41200,58800
E02003603,45400,38000,54200
E02003604,48400,40600,57700
E02003605,50300,42100,60000
E02003606,51800,43400,61700
E02003607,48800,40900,58200
E02003608,48200,40400,57400
E02003609,51100,42800,61000
E02003610,51500,43200,61400
E02003611,51200,42900,61100
E02003612,53700,45000,64200
E02003613,49900,41800,59600
E02003614,53500,44700,63900
E02003615,54200,45400,64600
E02003636,52200,43800,62300
E02003637,50100,42000,59800
E02003638,50400,42300,60200
E02003639,43400,36400,51900
E02003640,50700,42500,60500
E02003641,54900,46000,65500
E02003643,52100,43600,62200
E02003642,41600,34800,49700
